source_path,condition_key,title,relation_type,legacy_field_path,legacy_value_exact,authored_read_exact,legacy_targets_in_source_order,resolved_canonical_ids,resolution_basis,resolution_state,target_count_before,target_count_after,semantic_change,reviewer,reviewed_on,determination_id
Reality_Mechanics/0_Ground/Dependency Order.md,ground.dependency-order,Dependency Order,needs,needs,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Dependency Order.md,ground.dependency-order,Dependency Order,holds,conditions.holds,"""[[Root Order]] — the governing arrangement must hold and be readable before structural precedence within it can be named""",[[Root Order]] — the governing arrangement must hold and be readable before structural precedence within it can be named,"[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Dependency Order.md,ground.dependency-order,Dependency Order,pairs,conditions.pairs,"""[[Natural Order]] — Dependency Order names structural precedence within the arrangement; Natural Order names the order available within it without imposition. Each requires the other: structural precedence is only nameable against order that holds without enforcement; available order is only readable against what must structurally precede it.""",[[Natural Order]] — Dependency Order names structural precedence within the arrangement; Natural Order names the order available within it without imposition. Each requires the other: structural precedence is only nameable against order that holds without enforcement; available order is only readable against what must structurally precede it.,"[""Natural Order""]","[""ground.natural-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Dependency Order.md,ground.dependency-order,Dependency Order,traces,conditions.traces,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Dependency Order.md,ground.dependency-order,Dependency Order,nests,conditions.nests,"""inside Root Order, opening later dependency reads without becoming chronology, command, or preference""","inside Root Order, opening later dependency reads without becoming chronology, command, or preference",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Dependency Order.md,ground.dependency-order,Dependency Order,reads,conditions.reads,"""where a term can be traced through prior conditions without confusing structural precedence with temporal sequence""",where a term can be traced through prior conditions without confusing structural precedence with temporal sequence,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Dependency Order.md,ground.dependency-order,Dependency Order,carries,conditions.carries,"[""[[Dependency]]"",""[[Structural Disorder]]"",""[[Dependency Disorder]]"",""[[Branch]]"",""[[Placement Mode]]"",""[[Diagnosis]]"",""[[Carry-Trace Test]]"",""[[Splicing]]""]","","[""Dependency"",""Structural Disorder"",""Dependency Disorder"",""Branch"",""Placement Mode"",""Diagnosis"",""Carry-Trace Test"",""Splicing""]","[""second.dependency"",""ground.structural-disorder"",""second.dependency-disorder"",""third.branch"",""third.placement-mode"",""third.diagnosis"",""practice.carry-trace-test"",""practice.grafting""]",exact-title,resolved,8,8,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Emergent.md,ground.emergent,Emergent,needs,needs,"[""[[Natural Order]]"",""[[Root Order]]""]","","[""Natural Order"",""Root Order""]","[""ground.natural-order"",""ground.root-order""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Emergent.md,ground.emergent,Emergent,holds,conditions.holds,"""[[Natural Order]] and [[Root Order]] — conditions must be operative and dependency order must hold before what arises without a prior source can be named""",[[Natural Order]] and [[Root Order]] — conditions must be operative and dependency order must hold before what arises without a prior source can be named,"[""Natural Order"",""Root Order""]","[""ground.natural-order"",""ground.root-order""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Emergent.md,ground.emergent,Emergent,pairs,conditions.pairs,"""[[Generic]] — Emergent names what arises from conditions without a prior generative source; Generic names what generates instances from a prior structural source. Each requires the other to be locatable.""",[[Generic]] — Emergent names what arises from conditions without a prior generative source; Generic names what generates instances from a prior structural source. Each requires the other to be locatable.,"[""Generic""]","[""ground.generic""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Emergent.md,ground.emergent,Emergent,traces,conditions.traces,"[""[[Natural Order]]"",""[[Root Order]]""]","","[""Natural Order"",""Root Order""]","[""ground.natural-order"",""ground.root-order""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Emergent.md,ground.emergent,Emergent,nests,conditions.nests,"""at Ground as the condition through which new structural patterns arise from the meeting of what is already operative — where what appears was not pre-given in any of the conditions that produced it""",at Ground as the condition through which new structural patterns arise from the meeting of what is already operative — where what appears was not pre-given in any of the conditions that produced it,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Emergent.md,ground.emergent,Emergent,reads,conditions.reads,"""where a structural condition arises from the interaction of prior conditions rather than from a prior generative source — where what appears was not already there in any of the conditions separately, and cannot be reduced to them""","where a structural condition arises from the interaction of prior conditions rather than from a prior generative source — where what appears was not already there in any of the conditions separately, and cannot be reduced to them",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Emergent.md,ground.emergent,Emergent,carries,conditions.carries,"[""[[Emergent Condition]]""]","","[""Emergent Condition""]","[""first.emergent-condition""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Generic.md,ground.generic,Generic,needs,needs,"[""[[Natural Order]]"",""[[Root Order]]""]","","[""Natural Order"",""Root Order""]","[""ground.natural-order"",""ground.root-order""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Generic.md,ground.generic,Generic,holds,conditions.holds,"""[[Natural Order]] and [[Root Order]] — the dependency order must hold and natural order must be operative before a structural pattern can generate instances from a prior source""",[[Natural Order]] and [[Root Order]] — the dependency order must hold and natural order must be operative before a structural pattern can generate instances from a prior source,"[""Natural Order"",""Root Order""]","[""ground.natural-order"",""ground.root-order""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Generic.md,ground.generic,Generic,pairs,conditions.pairs,"""[[Emergent]] — Generic names what generates instances from a prior structural source; Emergent names what arises from conditions without a prior generative source. Each requires the other: a generative source is only nameable against what arises without one; emergence is only nameable against what comes from a prior source.""",[[Emergent]] — Generic names what generates instances from a prior structural source; Emergent names what arises from conditions without a prior generative source. Each requires the other: a generative source is only nameable against what arises without one; emergence is only nameable against what comes from a prior source.,"[""Emergent""]","[""ground.emergent""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Generic.md,ground.generic,Generic,traces,conditions.traces,"[""[[Natural Order]]"",""[[Root Order]]""]","","[""Natural Order"",""Root Order""]","[""ground.natural-order"",""ground.root-order""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Generic.md,ground.generic,Generic,nests,conditions.nests,"""at Ground as the originating condition through which the structural patterns named at each order generate their instances — including the orders themselves""",at Ground as the originating condition through which the structural patterns named at each order generate their instances — including the orders themselves,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Generic.md,ground.generic,Generic,reads,conditions.reads,"""where a structural condition can be read as the source from which instances arise — where instances do not merely share recognisable form but trace to a common originating pattern that was operative before any instance appeared""",where a structural condition can be read as the source from which instances arise — where instances do not merely share recognisable form but trace to a common originating pattern that was operative before any instance appeared,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Generic.md,ground.generic,Generic,carries,conditions.carries,"[""[[Kind]]"",""[[Degenerate]]"",""[[Regenerate]]""]","","[""Kind"",""Degenerate"",""Regenerate""]","[""second.kind"",""ground.degenerate"",""ground.regenerate""]",exact-title,resolved,3,3,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Ground.md,ground.ground,Ground,needs,needs,[],"",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Ground.md,ground.ground,Ground,holds,conditions.holds,"""acknowledged but not derived — holds by not being traced to within the system""",acknowledged but not derived — holds by not being traced to within the system,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Ground.md,ground.ground,Ground,pairs,conditions.pairs,"""[[Relation]] — Ground is acknowledged but not derived; Relation is the primitive from which tracing begins; [[Seed]] — Seed names Ground as relation-to-Ground becomes carryable within the loop""",[[Relation]] — Ground is acknowledged but not derived; Relation is the primitive from which tracing begins; [[Seed]] — Seed names Ground as relation-to-Ground becomes carryable within the loop,"[""Relation"",""Seed""]","[""first.relation"",""ground.seed""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Ground.md,ground.ground,Ground,traces,conditions.traces,[],"",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Ground.md,ground.ground,Ground,nests,conditions.nests,"""below Root Order and Natural Order as the source-limit that lets the Atlas participate in what it does not originate""",below Root Order and Natural Order as the source-limit that lets the Atlas participate in what it does not originate,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Ground.md,ground.ground,Ground,reads,conditions.reads,"""where the system participates in something prior rather than engineering itself from nothing — where its terms can be checked against what they did not generate""",where the system participates in something prior rather than engineering itself from nothing — where its terms can be checked against what they did not generate,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Ground.md,ground.ground,Ground,carries,conditions.carries,"[""[[Seed]]"",""[[Natural Order]]"",""[[Root Order]]"",""[[Opacity]]"",""[[Reality Mechanics]]"",""[[Retrace Practice]]""]","","[""Seed"",""Natural Order"",""Root Order"",""Opacity"",""Reality Mechanics"",""Retrace Practice""]","[""ground.seed"",""ground.natural-order"",""ground.root-order"",""higher.opacity"",""practice.reality-mechanics"",""practice.retrace-practice""]",exact-title,resolved,6,6,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Groundedness.md,ground.groundedness,Groundedness,needs,needs,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Groundedness.md,ground.groundedness,Groundedness,holds,conditions.holds,"""[[Root Order]] — dependency arrangement must hold before remaining answerable to it can be named""",[[Root Order]] — dependency arrangement must hold before remaining answerable to it can be named,"[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Groundedness.md,ground.groundedness,Groundedness,pairs,conditions.pairs,"""[[Structural Disorder]] — Groundedness names maintained dependency contact; Structural Disorder names its loss""",[[Structural Disorder]] — Groundedness names maintained dependency contact; Structural Disorder names its loss,"[""Structural Disorder""]","[""ground.structural-disorder""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Groundedness.md,ground.groundedness,Groundedness,traces,conditions.traces,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Groundedness.md,ground.groundedness,Groundedness,nests,conditions.nests,"""wherever a term, read, path, or practice remains answerable to the conditions that hold it""","wherever a term, read, path, or practice remains answerable to the conditions that hold it",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Groundedness.md,ground.groundedness,Groundedness,reads,conditions.reads,"""where a relation has not drifted from what makes it readable — dependency contact is present, not merely claimed""","where a relation has not drifted from what makes it readable — dependency contact is present, not merely claimed",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Groundedness.md,ground.groundedness,Groundedness,carries,conditions.carries,"[""[[Root Resilience]]"",""[[Terms and Conditions]]"",""[[Recarry]]""]","","[""Root Resilience"",""Terms and Conditions"",""Recarry""]","[""practice.root-resilience"",""practice.terms-and-conditions"",""second.recarry""]",exact-title,resolved,3,3,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Invariant.md,ground.invariant,Invariant,needs,needs,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Invariant.md,ground.invariant,Invariant,holds,conditions.holds,"""[[Root Order]] — the governing arrangement must hold before what it preserves across variation can be named""",[[Root Order]] — the governing arrangement must hold before what it preserves across variation can be named,"[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Invariant.md,ground.invariant,Invariant,pairs,conditions.pairs,"""[[Primitive]] — Primitive names irreducible availability; Invariant names what remains unchanged across variation""",[[Primitive]] — Primitive names irreducible availability; Invariant names what remains unchanged across variation,"[""Primitive""]","[""ground.primitive""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Invariant.md,ground.invariant,Invariant,traces,conditions.traces,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Invariant.md,ground.invariant,Invariant,nests,conditions.nests,"""across variation — holds where change occurs without altering the condition being tested""",across variation — holds where change occurs without altering the condition being tested,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Invariant.md,ground.invariant,Invariant,reads,conditions.reads,"""where variation occurs while a condition remains unchanged enough to keep the read stable""",where variation occurs while a condition remains unchanged enough to keep the read stable,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Invariant.md,ground.invariant,Invariant,carries,conditions.carries,"[""[[Bounded Asymmetry]]"",""[[Root System]]"",""[[Translation Invariance]]""]","","[""Bounded Asymmetry"",""Root System"",""Translation Invariance""]","[""first.bounded-asymmetry"",""practice.root-system"",""practice.translation-invariance""]",exact-title,resolved,3,3,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Label.md,ground.label,Label,needs,needs,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Label.md,ground.label,Label,holds,conditions.holds,"""[[Root Order]] — dependency arrangement must hold before naming of any kind, including marking without conditions, can occur""","[[Root Order]] — dependency arrangement must hold before naming of any kind, including marking without conditions, can occur","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Label.md,ground.label,Label,pairs,conditions.pairs,"""[[Term]] — Label marks without carrying traceable conditions; Term names with dependency, opening, and carried relation travelling together""","[[Term]] — Label marks without carrying traceable conditions; Term names with dependency, opening, and carried relation travelling together","[""Term""]","[""ground.term""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Label.md,ground.label,Label,traces,conditions.traces,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Label.md,ground.label,Label,nests,conditions.nests,"""wherever a name functions as a marker rather than as a carryable length of relation""",wherever a name functions as a marker rather than as a carryable length of relation,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Label.md,ground.label,Label,reads,conditions.reads,"""where a name marks something without the conditions through which it could be traced, entered, or carried forward — naming that has not yet become or does not need to become a term""","where a name marks something without the conditions through which it could be traced, entered, or carried forward — naming that has not yet become or does not need to become a term",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Label.md,ground.label,Label,carries,conditions.carries,[],No demonstrated downstream carry is currently determined.,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Natural Order.md,ground.natural-order,Natural Order,needs,needs,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Natural Order.md,ground.natural-order,Natural Order,holds,conditions.holds,"""[[Root Order]] — Root Order holds the governing arrangement; Natural Order names what is already available within it""",[[Root Order]] — Root Order holds the governing arrangement; Natural Order names what is already available within it,"[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Natural Order.md,ground.natural-order,Natural Order,pairs,conditions.pairs,"""[[Dependency Order]] — Natural Order names the order available within the arrangement without imposition; Dependency Order names the structural precedence within that same arrangement. Each requires the other: available order is only readable against structural precedence; structural precedence is only nameable against the order it orders.""",[[Dependency Order]] — Natural Order names the order available within the arrangement without imposition; Dependency Order names the structural precedence within that same arrangement. Each requires the other: available order is only readable against structural precedence; structural precedence is only nameable against the order it orders.,"[""Dependency Order""]","[""ground.dependency-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Natural Order.md,ground.natural-order,Natural Order,traces,conditions.traces,"[""[[Root Order]]"",""[[Ground]]""]","","[""Root Order"",""Ground""]","[""ground.root-order"",""ground.ground""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Natural Order.md,ground.natural-order,Natural Order,nests,conditions.nests,"""wherever order holds through available relation rather than continual external correction""",wherever order holds through available relation rather than continual external correction,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Natural Order.md,ground.natural-order,Natural Order,reads,conditions.reads,"""where recurring conditions preserve dependency structure without external correction — order holding because it is available, not imposed, and not dependent on entry by read in order to hold""","where recurring conditions preserve dependency structure without external correction — order holding because it is available, not imposed, and not dependent on entry by read in order to hold",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Natural Order.md,ground.natural-order,Natural Order,carries,conditions.carries,"[""[[Participation]]"",""[[Organic]]"",""[[Generic]]"",""[[Emergent]]"",""[[Natural World]]"",""[[Field of Participation]]"",""[[Organic Field]]""]","","[""Participation"",""Organic"",""Generic"",""Emergent"",""Natural World"",""Field of Participation"",""Organic Field""]","[""second.participation"",""third.organic"",""ground.generic"",""ground.emergent"",""third.natural-world"",""third.field-of-participation"",""third.organic-field""]",exact-title,resolved,7,7,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Passage Condition.md,ground.passage-condition,Passage Condition,needs,needs,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Passage Condition.md,ground.passage-condition,Passage Condition,holds,conditions.holds,"""[[Root Order]] — the governing arrangement must hold before regulative roles within it can be named""",[[Root Order]] — the governing arrangement must hold before regulative roles within it can be named,"[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Passage Condition.md,ground.passage-condition,Passage Condition,pairs,conditions.pairs,"""root conditions — regulates passage rather than making an order emerge by itself""",root conditions — regulates passage rather than making an order emerge by itself,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Passage Condition.md,ground.passage-condition,Passage Condition,traces,conditions.traces,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Passage Condition.md,ground.passage-condition,Passage Condition,nests,conditions.nests,"""across orders wherever a boundary or scope must regulate continuation, closure, allowance, or availability""","across orders wherever a boundary or scope must regulate continuation, closure, allowance, or availability",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Passage Condition.md,ground.passage-condition,Passage Condition,reads,conditions.reads,"""where a term does not make the next order emerge but determines whether existing carrying can continue, close, be allowed through, or remain available inside a scope""","where a term does not make the next order emerge but determines whether existing carrying can continue, close, be allowed through, or remain available inside a scope",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Passage Condition.md,ground.passage-condition,Passage Condition,carries,conditions.carries,"[""[[Allow]]""]","","[""Allow""]","[""first.allow""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/0_Ground/Primitive.md,ground.primitive,Primitive,needs,needs,"[""[[Root Order]]""]","","[""Root Order""]","[""ground.root-order""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
